timestamp,node,action,file_size,cid,duration,success
2025-02-07T23:14:49.423546,ipfs6,download,356341368,QmTDZuwB1NMvtfdi9esV7ZuAazgZUQ6DYQnH56Zoiw4AWC,20.548000996001065,True
2025-02-07T23:15:05.412301,ipfs1,download,45921294,QmX4tFpb5qVvA6s5UrZLZYyWU1NE51cBFMnEERabdEvNLJ,5.383908548999898,True
2025-02-07T23:14:56.818480,ipfs2,download,134686710,QmaBTZbHNzd4szZQLSq4UKC33723YVz4aKR3YRSsuktNQn,15.29757593300019,True
2025-02-07T23:15:09.975747,ipfs6,download,319608049,QmVS2JJSEYNzzgvwrVpXKWeaYT6To7E332FsFuFqF4JQPy,8.569370776000142,True
2025-02-07T23:15:11.738913,ipfs15,download,356341368,QmTDZuwB1NMvtfdi9esV7ZuAazgZUQ6DYQnH56Zoiw4AWC,6.999373529000877,True
2025-02-07T23:15:17.635865,ipfs6,download,134686710,QmaBTZbHNzd4szZQLSq4UKC33723YVz4aKR3YRSsuktNQn,1.3578129099987564,True
2025-02-07T23:15:17.928394,ipfs1,download,38485433,QmcesS8e5cVCUc8ZR8YksBgogPqnEv3EggTTnkzYV1h9Yk,1.0981381769997824,True
2025-02-07T23:15:18.339125,ipfs6,download,135792041,Qme97XnBhrPftPncgy9q2ZGNxMeRiorhVNPsNUty2WBbZu,1.0852582989973598,True
2025-02-07T23:15:19.322801,ipfs10,download,10751414,QmaiLQ8jRXxyJ1o7ASHonjFkkimKkCmqwTPU9MwaSZYkxQ,0.3151748210002552,True
2025-02-07T23:15:17.927807,ipfs9,upload,104032147,QmfGU7ef8jaKcWbnBh9VSxmXTfmHUqbZh7KDT1jvKLTWmq,2.654390218001936,True
2025-02-07T23:15:17.634227,ipfs0,upload,299414706,QmT4cyt7AtRi9ccY1pG6donzmka9PHo4hmB92qRe43dsr4,6.671762825000769,True
2025-02-07T23:15:19.956155,ipfs0,download,38485433,QmcesS8e5cVCUc8ZR8YksBgogPqnEv3EggTTnkzYV1h9Yk,5.139316669999971,True
2025-02-07T23:15:23.485892,ipfs8,download,135792041,Qme97XnBhrPftPncgy9q2ZGNxMeRiorhVNPsNUty2WBbZu,3.860316356000112,True
2025-02-07T23:15:24.952980,ipfs13,upload,221103344,QmbLDMUfWyf3rUAbhF5SJ4oKLjg4SPMWrrdLUMW1jV1rPN,5.451419426997745,True
2025-02-07T23:15:26.895792,ipfs13,download,45921294,QmX4tFpb5qVvA6s5UrZLZYyWU1NE51cBFMnEERabdEvNLJ,4.576639618000627,True
2025-02-07T23:15:30.293914,ipfs9,download,45921294,QmX4tFpb5qVvA6s5UrZLZYyWU1NE51cBFMnEERabdEvNLJ,1.5956769770018582,True
2025-02-07T23:15:50.818677,ipfs2,download,4286066,QmWRVtzJNiEn1w2zNqupVbVKBxvnAh62m9N5XZW9nDw6fL,0.12002276600105688,True
2025-02-07T23:15:45.753717,ipfs6,download,34870457,QmQPew7LfhWz3TpCRWBJBHQriFY6r7W5qTNQ6NNC7WGLor,7.0762840429997595,True
2025-02-07T23:15:48.207167,ipfs7,download,23596598,QmVvL9mjSgsHzf1RSDqePgeTxztzVbU3nwjwBP7UK5n5nn,4.780434216998401,True
2025-02-07T23:15:42.734754,ipfs8,download,50653328,QmNfEeytbuXNfHQjLstYHEfZ62PhGNwZSjeu5CLLABb1r7,12.082621523997659,True
2025-02-07T23:15:25.027841,ipfs11,download,0,QmTDZuwB1NMvtfdi9esV7ZuAazgZUQ6DYQnH56Zoiw4AWC,30.912958131997584,False
2025-02-07T23:15:26.592118,ipfs10,download,299414706,QmT4cyt7AtRi9ccY1pG6donzmka9PHo4hmB92qRe43dsr4,29.762974835000932,True
2025-02-07T23:15:55.057320,ipfs0,download,23596598,QmVvL9mjSgsHzf1RSDqePgeTxztzVbU3nwjwBP7UK5n5nn,2.5497713689983357,True
2025-02-07T23:15:53.769618,ipfs3,download,70904806,QmTQTaLRUDk8nDHiMTLosLwG9Sz3NPNFVUNZ8t5hYsrQvZ,5.262961832999281,True
2025-02-07T23:15:30.137000,ipfs11,download,221578313,QmdX4ciyyp51YRWpjRHBKLo9HBtp4QtjxFDNpgwaWVMkbN,30.556085806998453,True
2025-02-07T23:15:59.041285,ipfs14,download,70904806,QmTQTaLRUDk8nDHiMTLosLwG9Sz3NPNFVUNZ8t5hYsrQvZ,1.737535337000736,True
2025-02-07T23:15:53.923549,ipfs5,download,221578313,QmdX4ciyyp51YRWpjRHBKLo9HBtp4QtjxFDNpgwaWVMkbN,7.408256375001656,True
2025-02-07T23:16:00.986291,ipfs1,download,38485433,QmcesS8e5cVCUc8ZR8YksBgogPqnEv3EggTTnkzYV1h9Yk,0.43436730899702525,True
2025-02-07T23:15:42.734557,ipfs0,download,135792041,Qme97XnBhrPftPncgy9q2ZGNxMeRiorhVNPsNUty2WBbZu,19.87584622600116,True
2025-02-07T23:15:42.733363,ipfs12,upload,303901504,QmbSwGye1cbMquB8iorpN6ZGT9SLEHHc3x5oFtUDWjwYKt,19.889960423002776,True
2025-02-07T23:15:54.817847,ipfs3,download,221103344,QmbLDMUfWyf3rUAbhF5SJ4oKLjg4SPMWrrdLUMW1jV1rPN,8.42222465800296,True
2025-02-07T23:16:02.666570,ipfs4,download,135792041,Qme97XnBhrPftPncgy9q2ZGNxMeRiorhVNPsNUty2WBbZu,1.1132237679994432,True
2025-02-07T23:16:03.454054,ipfs1,download,189079109,QmQXN5owApFPJ5AcUpj6c1gywnhdG1yfJhef9DNJMHNjA4,1.6475220829997852,True
2025-02-07T23:16:01.921280,ipfs7,download,104032147,QmfGU7ef8jaKcWbnBh9VSxmXTfmHUqbZh7KDT1jvKLTWmq,3.4828218990005553,True
2025-02-07T23:16:06.068585,ipfs5,download,23596598,QmVvL9mjSgsHzf1RSDqePgeTxztzVbU3nwjwBP7UK5n5nn,0.7452954760010471,True
2025-02-07T23:15:38.960150,ipfs0,download,319608049,QmVS2JJSEYNzzgvwrVpXKWeaYT6To7E332FsFuFqF4JQPy,29.893286751997948,True
2025-02-07T23:16:08.281686,ipfs2,upload,51369247,QmZNJQmpvK65nQYFeTZw9pu2k9jkZNiww5DnhU98Bwt8oC,1.1796130160000757,True
2025-02-07T23:16:01.790333,ipfs2,download,221578313,QmdX4ciyyp51YRWpjRHBKLo9HBtp4QtjxFDNpgwaWVMkbN,8.1964530869991,True
2025-02-07T23:16:13.996054,ipfs14,download,10751414,QmaiLQ8jRXxyJ1o7ASHonjFkkimKkCmqwTPU9MwaSZYkxQ,0.46247764399959124,True
2025-02-07T23:16:13.742960,ipfs11,download,135792041,Qme97XnBhrPftPncgy9q2ZGNxMeRiorhVNPsNUty2WBbZu,6.806023789002211,True
2025-02-07T23:16:12.465491,ipfs5,download,218502292,QmQ41r7jzSRqK2xmFcZKXLuv1XPkjzVJHQGsVhjJkdVRwP,8.415364009997575,True
2025-02-07T23:16:21.002743,ipfs9,download,10751414,QmaiLQ8jRXxyJ1o7ASHonjFkkimKkCmqwTPU9MwaSZYkxQ,0.32567404300061753,True
2025-02-07T23:16:23.951961,ipfs11,download,51369247,QmZNJQmpvK65nQYFeTZw9pu2k9jkZNiww5DnhU98Bwt8oC,1.202963906001969,True
2025-02-07T23:16:16.494442,ipfs10,download,319608049,QmVS2JJSEYNzzgvwrVpXKWeaYT6To7E332FsFuFqF4JQPy,10.275031580000359,True
2025-02-07T23:16:19.356489,ipfs14,download,303901504,QmbSwGye1cbMquB8iorpN6ZGT9SLEHHc3x5oFtUDWjwYKt,7.621887962999608,True
2025-02-07T23:16:26.808928,ipfs11,download,70904806,QmTQTaLRUDk8nDHiMTLosLwG9Sz3NPNFVUNZ8t5hYsrQvZ,0.5010166379979637,True
2025-02-07T23:16:28.186917,ipfs0,download,38485433,QmcesS8e5cVCUc8ZR8YksBgogPqnEv3EggTTnkzYV1h9Yk,0.23214298099992448,True
2025-02-07T23:16:27.907550,ipfs2,download,38485433,QmcesS8e5cVCUc8ZR8YksBgogPqnEv3EggTTnkzYV1h9Yk,1.0540803769981721,True
2025-02-07T23:16:27.959476,ipfs4,download,104032147,QmfGU7ef8jaKcWbnBh9VSxmXTfmHUqbZh7KDT1jvKLTWmq,16.81212239099841,True
2025-02-07T23:16:25.312698,ipfs10,download,356341368,QmTDZuwB1NMvtfdi9esV7ZuAazgZUQ6DYQnH56Zoiw4AWC,26.06509435299813,True
